学校党委理论学习中心组召开集体学习会议,1203
【新目标·新征程】公管学院转变思维 加速发展 推动一流学院建设,573
【美丽成电·奋斗之美】首届立人班40名学子全部读研深造 奖学金超千万元,982
学校举行2017-2018年度本科生“先进党支部”答辩会,225
学校举办第二届国际瑜伽日主题活动,596
【毕业季】2018届国际留学生毕业座谈会举行,590
【毕业季】青春沉淀 不说再见,1097
第十一届全国大学生信息安全竞赛创新实践能力赛半决赛在我校举行,681
